type, ID, HMMR
digestive_system, WP_049769040.1, GH109
digestive_system, WP_012863502.1, GH1
digestive_system, WP_012862888.1, GH1
digestive_system, WP_012863106.1, GT2
digestive_system, WP_012863482.1, GH1
digestive_system, WP_012863446.1, GH105
digestive_system, WP_012862659.1, AA6
digestive_system, WP_012863509.1, GH109
digestive_system, WP_012862515.1, GT9
digestive_system, WP_012861446.1, AA6
digestive_system, WP_041310051.1, GT9
digestive_system, WP_012863205.1, AA6
digestive_system, WP_012860934.1, CE10
digestive_system, WP_012861593.1, GT5
digestive_system, WP_012862759.1, CE1
digestive_system, WP_012863362.1, GH38
digestive_system, WP_012860163.1, GH4
digestive_system, WP_012860183.1, GH2
digestive_system, WP_012860914.1, GH38
digestive_system, WP_012862517.1, GT4
digestive_system, WP_012861855.1, GT2-GT27-GT9
digestive_system, WP_012859968.1, AA6
digestive_system, WP_012863535.1, CBM34-GH13
digestive_system, WP_012862662.1, GH23
digestive_system, WP_012861436.1, CE1
digestive_system, WP_012862528.1, GT9
digestive_system, WP_012861228.1, CE1
digestive_system, WP_012863415.1, GH109
digestive_system, WP_012862490.1, GH4
digestive_system, WP_012863421.1, GH109
digestive_system, WP_012860573.1, AA6
digestive_system, WP_012862672.1, GH13
digestive_system, WP_012861524.1, GH109
digestive_system, WP_012861582.1, CE9
digestive_system, WP_012863196.1, CE10
digestive_system, WP_012861068.1, GH4
digestive_system, WP_012862249.1, GH77
digestive_system, WP_012860164.1, GH105
digestive_system, WP_012862521.1, GT4
digestive_system, WP_049768995.1, GH38
digestive_system, WP_012859789.1, GH57
digestive_system, WP_012863284.1, GH4
digestive_system, WP_012860985.1, GH65
digestive_system, WP_012861460.1, GT51
digestive_system, WP_012861991.1, GH1
digestive_system, WP_015782550.1, GH20
digestive_system, WP_015781756.1, CE3
digestive_system, WP_012796827.1, GH33
digestive_system, WP_012796865.1, GH20-CBM32
digestive_system, WP_015781869.1, GH2
digestive_system, WP_015782242.1, CE3-CE6
digestive_system, WP_015782318.1, CBM40
digestive_system, WP_015782204.1, GH57
digestive_system, WP_015781686.1, GH13
digestive_system, WP_015782889.1, CBM50-CBM50
digestive_system, WP_015782526.1, GH65
digestive_system, WP_015781894.1, CE1
digestive_system, WP_015782205.1, GT4
digestive_system, WP_015782788.1, GH109
digestive_system, WP_012797000.1, GT87
digestive_system, WP_012796987.1, GH32-CBM66
digestive_system, WP_015782527.1, GH97
digestive_system, WP_015781900.1, GT4
digestive_system, WP_015782209.1, CBM48-GH13
digestive_system, WP_015782592.1, GT51
digestive_system, WP_012797053.1, GT51
digestive_system, WP_015782154.1, GH66
digestive_system, WP_015782747.1, CE12
digestive_system, WP_015782598.1, GH3
digestive_system, WP_015782810.1, CE4
digestive_system, WP_015782805.1, CE11
digestive_system, WP_041546908.1, GH73
digestive_system, WP_015782304.1, GT4
digestive_system, WP_012797012.1, GH74
digestive_system, WP_015782319.1, CE1
digestive_system, WP_015782229.1, GH16
digestive_system, WP_009420501.1, CE1
digestive_system, WP_015782368.1, GH20-CBM32
digestive_system, WP_015781962.1, GT4
digestive_system, WP_015781883.1, PL12
digestive_system, WP_015782493.1, GH20-CBM32
digestive_system, WP_015782848.1, GH2
digestive_system, WP_015782869.1, GT2
digestive_system, WP_015783048.1, GT4
digestive_system, WP_015782560.1, CBM20
digestive_system, WP_015781959.1, GT2
digestive_system, WP_015781755.1, GH30
digestive_system, WP_015782007.1, CE10
digestive_system, WP_012796995.1, CE14
digestive_system, WP_015781864.1, GH16
digestive_system, WP_012797014.1, GH109
digestive_system, WP_015783066.1, GT28
digestive_system, WP_015782072.1, GH65
digestive_system, WP_015782309.1, GT4
digestive_system, WP_041546709.1, GH42
digestive_system, WP_015783009.1, GT2
digestive_system, WP_015781960.1, GT4
digestive_system, WP_015782310.1, GH92
digestive_system, WP_015782187.1, GT4
digestive_system, WP_041546913.1, GH130
digestive_system, WP_015782919.1, GH13
digestive_system, WP_012796949.1, GT2
digestive_system, WP_015781968.1, GT2
digestive_system, WP_015782394.1, CE1
digestive_system, WP_015782953.1, CE10
digestive_system, WP_015782079.1, GH92
digestive_system, WP_015783118.1, CE1
digestive_system, WP_015782763.1, GH5
digestive_system, WP_015782325.1, GH16
digestive_system, WP_015782587.1, GH31
digestive_system, WP_012796870.1, GT9
digestive_system, WP_015782404.1, CE1
digestive_system, WP_015783092.1, GH6
digestive_system, WP_015782748.1, CBM50-CE3
digestive_system, WP_012796963.1, GH2-CBM32
digestive_system, WP_041546875.1, GH95
digestive_system, WP_012797044.1, CBM54
digestive_system, WP_012797050.1, GH23-CBM50
digestive_system, WP_015782912.1, CBM66
digestive_system, WP_009410730.1, GT2
digestive_system, WP_012796981.1, GH92
digestive_system, WP_012797047.1, GH92
digestive_system, WP_015782045.1, CE10
digestive_system, WP_015781786.1, GT2
digestive_system, WP_015782207.1, GH133
digestive_system, WP_041546679.1, GH73
digestive_system, WP_012796997.1, CE4
digestive_system, WP_041546713.1, GH2
digestive_system, WP_041546724.1, GH3
digestive_system, WP_015781961.1, GT2
digestive_system, WP_041546648.1, GH97
digestive_system, WP_015782303.1, GT4
digestive_system, WP_015783007.1, CE14
digestive_system, WP_015781956.1, GT30
digestive_system, WP_015782439.1, GT3-GT35
digestive_system, WP_012796999.1, GT2
digestive_system, WP_049757005.1, GH16
digestive_system, WP_015782223.1, GH2
digestive_system, WP_012796986.1, CBM38-GH32
digestive_system, WP_015782315.1, GT51
digestive_system, WP_041546965.1, GH6
digestive_system, WP_015782955.1, GT4
digestive_system, WP_015782847.1, GH74-GH74-GH74-GH74
digestive_system, WP_015781726.1, CE1
digestive_system, WP_041546712.1, GH3
digestive_system, WP_009411264.1, GH23
digestive_system, WP_002674080.1, GH109
digestive_system, WP_041546813.1, GH73-CBM50
digestive_system, WP_015783114.1, GH29-CBM32-CBM32
digestive_system, WP_015782225.1, GH5
digestive_system, WP_015782261.1, CE1
digestive_system, WP_015782861.1, CE10
digestive_system, WP_015781771.1, GT27
digestive_system, WP_015782843.1, GH25
digestive_system, WP_015782153.1, GH97
digestive_system, WP_041546897.1, GH3
digestive_system, WP_012796968.1, GH110
digestive_system, WP_015782230.1, CBM4
digestive_system, WP_015782155.1, CBM69
digestive_system, WP_015781966.1, GH99
digestive_system, WP_012796969.1, GH20
digestive_system, WP_015781679.1, GT2
digestive_system, WP_009419110.1, GT19
digestive_system, WP_015781906.1, GH13
digestive_system, WP_009411690.1, GT5
digestive_system, WP_015781815.1, GH6
digestive_system, WP_012104590.1, GH19
digestive_system, WP_011191940.1, GH20
digestive_system, WP_011192996.1, CE1
digestive_system, WP_041175714.1, CE1
digestive_system, WP_012105161.1, GT21
digestive_system, WP_012104340.1, CE1-CE10
digestive_system, WP_012105305.1, CE4
digestive_system, WP_002208985.1, GT9
digestive_system, WP_011191591.1, AA7-CBM12
digestive_system, WP_011191450.1, GT9
digestive_system, WP_002209897.1, GH42
digestive_system, WP_002212043.1, CE4
digestive_system, WP_002208961.1, CE14
digestive_system, WP_002216686.1, GH23
digestive_system, WP_012105159.1, GT1
digestive_system, WP_011192719.1, GH103
digestive_system, WP_041175769.1, GH104
digestive_system, WP_012104454.1, GH3
digestive_system, WP_012105626.1, AA2-AA2-AA2
digestive_system, WP_002208987.1, GT2
digestive_system, WP_012104489.1, GH18-CBM12
digestive_system, WP_002209995.1, GH23
digestive_system, WP_012105894.1, GT35
digestive_system, WP_012105900.1, CBM48-GH13
digestive_system, WP_012105897.1, GT35
digestive_system, WP_002209898.1, GH53
digestive_system, WP_012105797.1, GH23
digestive_system, WP_011193227.1, GH4
digestive_system, WP_011988436.1, GH23
digestive_system, WP_012104452.1, GH94
digestive_system, WP_002208906.1, GT51
digestive_system, WP_012413447.1, CBM50-CBM50
digestive_system, WP_002211821.1, GT83
digestive_system, WP_002228046.1, GH102
digestive_system, WP_002208986.1, GT30
digestive_system, WP_012105654.1, GT51
digestive_system, WP_012105562.1, GT2
digestive_system, WP_012303969.1, GT2
digestive_system, WP_041175746.1, PL8
digestive_system, WP_012105713.1, GT9
digestive_system, WP_012105048.1, CE10
digestive_system, WP_012105147.1, CE10
digestive_system, WP_012105531.1, GH109
digestive_system, WP_011192850.1, CE4
digestive_system, WP_011192632.1, GH130
digestive_system, WP_011988592.1, GH23
digestive_system, WP_012104300.1, GT56
digestive_system, WP_002211822.1, CE4
digestive_system, WP_012105901.1, CBM48-CBM48-GH13
digestive_system, WP_012105503.1, CE9
digestive_system, WP_012104488.1, AA10-CBM12
digestive_system, WP_002211088.1, CE10
digestive_system, WP_012104705.1, CE9
digestive_system, WP_002208705.1, AA10-CBM44-CBM73
digestive_system, WP_012105898.1, GT5
digestive_system, WP_012105014.1, PL2
digestive_system, WP_012105533.1, GH109
digestive_system, WP_012105432.1, GH1
digestive_system, WP_012105717.1, GT26
digestive_system, WP_002211562.1, GH23
digestive_system, WP_011192421.1, GH103
digestive_system, WP_012413481.1, CE4
digestive_system, WP_012104994.1, GH2
digestive_system, WP_012104589.1, GH19
digestive_system, WP_002211252.1, CE1
digestive_system, WP_002230471.1, CE1
digestive_system, WP_012104749.1, GH23-CBM50-CBM50
digestive_system, WP_012105506.1, CBM5
digestive_system, WP_012105584.1, CBM34-GH13
digestive_system, WP_012104703.1, GH105
digestive_system, WP_012105356.1, GH19
digestive_system, WP_012105712.1, CE8
digestive_system, WP_041175803.1, CE7
digestive_system, WP_002223314.1, GT51
digestive_system, WP_002211168.1, AA6
digestive_system, WP_012105872.1, GT9
digestive_system, WP_012104697.1, GH31
digestive_system, WP_002210104.1, GH13
digestive_system, WP_012104865.1, GT60
digestive_system, WP_002215920.1, AA6
digestive_system, WP_002208925.1, GH77
digestive_system, WP_002224456.1, GT2
digestive_system, WP_002208573.1, CE3
digestive_system, WP_011191887.1, GT4
digestive_system, WP_011191735.1, GT28
digestive_system, WP_011191498.1, GT19
digestive_system, WP_012105599.1, GT41
digestive_system, WP_002228285.1, CE11
digestive_system, WP_012104573.1, GH5
digestive_system, WP_011988569.1, GH23
digestive_system, WP_012105973.1, GH13
digestive_system, WP_012105196.1, GH109
digestive_system, WP_012105546.1, GH3
digestive_system, WP_012105474.1, AA3
digestive_system, WP_012105939.1, CBM32
digestive_system, WP_002210585.1, GH109
digestive_system, WP_012104430.1, GH109
digestive_system, WP_041175806.1, CBM50
digestive_system, WP_038401407.1, GH3
digestive_system, WP_012105739.1, PL17
digestive_system, WP_012105304.1, GH36
digestive_system, WP_012105333.1, CE1
digestive_system, WP_041175623.1, GH23
digestive_system, WP_012105642.1, CBM50
digestive_system, WP_002211118.1, GH73
digestive_system, WP_012105137.1, GH109
digestive_system, WP_011191694.1, GH23
digestive_system, WP_012104421.1, GT51
digestive_system, WP_011193286.1, GH8
digestive_system, WP_049756380.1, CBM50
digestive_system, WP_002228437.1, CBM50
digestive_system, WP_011191504.1, GT26
digestive_system, WP_002212144.1, GT19
digestive_system, WP_002210738.1, PL22
digestive_system, WP_002211333.1, GT25
digestive_system, WP_002209555.1, PL2
digestive_system, WP_012105871.1, GT2
digestive_system, WP_011988434.1, GH23
digestive_system, WP_011192552.1, PL22-PL22
digestive_system, WP_012104450.1, GT84
digestive_system, WP_000678652.1, GH102
digestive_system, WP_000522415.1, CBM50
digestive_system, WP_002431808.1, AA2-AA2
digestive_system, WP_024256469.1, GT2
digestive_system, WP_000471230.1, GT8
digestive_system, WP_000654512.1, GT2
digestive_system, WP_000595473.1, CE11
digestive_system, WP_000409424.1, GH23
digestive_system, WP_000927034.1, GT2
digestive_system, WP_001140110.1, GH18
digestive_system, WP_000634276.1, GT4
digestive_system, WP_000183357.1, GH13
digestive_system, WP_015953884.1, GT4
digestive_system, WP_001295836.1, CE3
digestive_system, WP_000982037.1, GT2
digestive_system, WP_001283694.1, CBM48-CBM48-GH13
digestive_system, WP_000421371.1, CE1
digestive_system, WP_000765778.1, GT4
digestive_system, WP_000591804.1, CE4
digestive_system, WP_000116335.1, GT51
digestive_system, WP_000993433.1, GT35
digestive_system, WP_000817108.1, CBM50
digestive_system, WP_000376844.1, GT8
digestive_system, WP_000703650.1, GT2
digestive_system, WP_015953529.1, GT13
digestive_system, WP_000871465.1, GH3
digestive_system, WP_000476809.1, GH103
digestive_system, WP_000734229.1, GH23
digestive_system, WP_024256553.1, CE10
digestive_system, WP_001270490.1, GH1
digestive_system, WP_000169755.1, CE4
digestive_system, WP_000089024.1, GT20
digestive_system, WP_000891553.1, GT30
digestive_system, WP_000078714.1, GH4
digestive_system, WP_015953698.1, GH23
digestive_system, WP_002433061.1, CE9
digestive_system, WP_000736175.1, GH109
digestive_system, WP_000557378.1, CBM36
digestive_system, WP_001197677.1, GT5
digestive_system, WP_001023949.1, GT4
digestive_system, WP_000125796.1, CE1
digestive_system, WP_000979375.1, CBM34-GH13
digestive_system, WP_001043157.1, GT83
digestive_system, WP_002431838.1, CBM48-CE1
digestive_system, WP_000068452.1, PL1
digestive_system, WP_001091546.1, CE8
digestive_system, WP_000944637.1, CE4
digestive_system, WP_015953782.1, GT51
digestive_system, WP_000139668.1, GT19
digestive_system, WP_000569738.1, CE1
digestive_system, WP_000702955.1, GH31
digestive_system, WP_001135259.1, GH24
digestive_system, WP_001272616.1, CBM50
digestive_system, WP_000487645.1, CE1
digestive_system, WP_000643266.1, GH1
digestive_system, WP_000357875.1, CE14
digestive_system, WP_000236269.1, GH109
digestive_system, WP_001184051.1, CBM50
digestive_system, WP_000867111.1, GH8
digestive_system, WP_001064029.1, GT26
digestive_system, WP_000110375.1, GH1
digestive_system, WP_024256496.1, GH25
digestive_system, WP_024256579.1, GH109
digestive_system, WP_000714745.1, GH4
digestive_system, WP_000598214.1, CBM50
digestive_system, WP_000862656.1, GT4
digestive_system, WP_000005222.1, AA6
digestive_system, WP_000217211.1, GT56
digestive_system, WP_000280506.1, GT52
digestive_system, WP_001253400.1, GT51
digestive_system, WP_001016780.1, GT2
digestive_system, WP_024256528.1, CE7
digestive_system, WP_001268849.1, GT9
digestive_system, WP_000266450.1, GH23
digestive_system, WP_000761196.1, GH13
digestive_system, WP_015953573.1, PL22
digestive_system, WP_001504512.1, GH24
digestive_system, WP_000347117.1, GH114
digestive_system, WP_001023055.1, GT4
digestive_system, WP_024256464.1, GT2
digestive_system, WP_000644685.1, GH23-CBM50-CBM50
digestive_system, WP_000025817.1, GT2-GT2_Cellulose_synt
digestive_system, WP_001151432.1, AA6
digestive_system, WP_000909942.1, CE4
digestive_system, WP_001264629.1, GT9
digestive_system, WP_000048215.1, GT11
digestive_system, WP_001197743.1, GH104
digestive_system, WP_001130583.1, GH2
digestive_system, WP_002431798.1, GH73
digestive_system, WP_001225780.1, PL18
digestive_system, WP_002431511.1, GH23
digestive_system, WP_000648952.1, GH38
digestive_system, WP_000247640.1, CE1
digestive_system, WP_000025047.1, GT2-GT2_Cellulose_synt
digestive_system, WP_000918182.1, GT51
digestive_system, WP_000699261.1, GT9
digestive_system, WP_001283781.1, GH109
digestive_system, WP_000934198.1, GH37
digestive_system, WP_000699770.1, GT4
digestive_system, WP_015953460.1, GH73
digestive_system, WP_000795463.1, GH13
digestive_system, WP_000679802.1, CE1
digestive_system, WP_000271142.1, CE9
digestive_system, WP_024256520.1, GH1
digestive_system, WP_000016545.1, GT28
digestive_system, WP_000082271.1, GT35
digestive_system, WP_000461628.1, GT2
digestive_system, WP_000833661.1, GT83
digestive_system, WP_000444311.1, GH77
digestive_system, WP_001272559.1, CBM50
digestive_system, WP_000856476.1, GH37
digestive_system, WP_000853963.1, AA6
digestive_system, WP_000529328.1, GH3
digestive_system, WP_000192867.1, CBM48-GH13
digestive_system, WP_000801855.1, CE10
digestive_system, WP_000227796.1, GT4
digestive_system, WP_001101174.1, GH24
digestive_system, WP_000634373.1, CE10
digestive_system, WP_000115627.1, GT2
digestive_system, WP_001188016.1, GT8
digestive_system, WP_000790299.1, GT73
digestive_system, WP_012743453.1, GH25
digestive_system, WP_012743279.1, GH51
digestive_system, WP_012742162.1, CE12
digestive_system, WP_012741193.1, CBM2-CBM2
digestive_system, WP_012742799.1, GT5
digestive_system, WP_012743466.1, GH109
digestive_system, WP_041254453.1, GT26
digestive_system, WP_041253935.1, GT35
digestive_system, WP_012743444.1, GT2
digestive_system, WP_012741764.1, GH13
digestive_system, WP_012741636.1, GH109
digestive_system, WP_012743005.1, GT5
digestive_system, WP_012744129.1, GH36
digestive_system, WP_012743635.1, GH3
digestive_system, WP_041254085.1, GT28
digestive_system, WP_012741522.1, GH5
digestive_system, WP_012743342.1, GT4
digestive_system, WP_012744052.1, GH25
digestive_system, WP_012743412.1, GH31
digestive_system, WP_012743573.1, GH94
digestive_system, WP_012743398.1, GH43
digestive_system, WP_012741935.1, GH94
digestive_system, WP_012743520.1, CBM37-CBM37-CBM37
digestive_system, WP_012744396.1, GH1
digestive_system, WP_012743905.1, GT51
digestive_system, WP_012742931.1, CBM50
digestive_system, WP_012742176.1, GH42
digestive_system, WP_041254062.1, CBM48-GH13
digestive_system, WP_012743528.1, GT4
digestive_system, WP_012740945.1, GH109
digestive_system, WP_012743131.1, CE10
digestive_system, WP_012743558.1, CE1
digestive_system, WP_012744048.1, CBM34-GH13
digestive_system, WP_012743476.1, GT28
digestive_system, WP_049757223.1, CBM48-CE1-CBM48
digestive_system, WP_012743137.1, dockerin
digestive_system, WP_012742434.1, GT51
digestive_system, WP_012744000.1, GT28
digestive_system, WP_041253835.1, GH13
digestive_system, WP_012741453.1, GH13
digestive_system, WP_012741457.1, CBM50
digestive_system, WP_012744128.1, GH36
digestive_system, WP_012742871.1, GH2
digestive_system, WP_012743344.1, GT2-GT8
digestive_system, WP_012742857.1, GH2
digestive_system, WP_012742049.1, CBM34-GH13
digestive_system, WP_012743484.1, GT2
digestive_system, WP_022293179.1, GH4
digestive_system, WP_012743475.1, GT4
digestive_system, WP_012741877.1, GH13
digestive_system, WP_041254060.1, GH77
digestive_system, WP_012742916.1, GH25-CBM50
digestive_system, WP_012741763.1, GH13
digestive_system, WP_041254635.1, GT4
digestive_system, WP_041254196.1, CBM37-CBM37-CBM37-CBM37
digestive_system, WP_012741903.1, GH8
digestive_system, WP_012743800.1, GT28
digestive_system, WP_012743514.1, CBM37-CBM37-CBM37-CBM37
digestive_system, WP_012741584.1, GH133
digestive_system, WP_049757241.1, GT2
digestive_system, WP_012742615.1, CE4
digestive_system, WP_012741905.1, GH43
digestive_system, WP_015568932.1, CE7
digestive_system, WP_041254178.1, GT2
digestive_system, WP_012742245.1, GH53
digestive_system, WP_012741207.1, GH32
digestive_system, WP_012741064.1, GH112
digestive_system, WP_012743527.1, GT2
digestive_system, WP_012741893.1, GT2
digestive_system, WP_012742661.1, GH13
digestive_system, WP_012742309.1, GH23
digestive_system, WP_012743636.1, GH109
digestive_system, WP_012744347.1, AA6
digestive_system, WP_012742430.1, AA6
digestive_system, WP_012743474.1, GT4
digestive_system, WP_012741606.1, GT51
digestive_system, WP_012741944.1, CBM41-GH13
digestive_system, WP_041254315.1, AA6
digestive_system, WP_012741869.1, GH53-CBM16
digestive_system, WP_012743577.1, GH3
digestive_system, WP_012740983.1, GT28
digestive_system, WP_012744387.1, GH13
digestive_system, WP_012743251.1, GT35
digestive_system, WP_012743243.1, CE10
digestive_system, WP_012743639.1, GH109
digestive_system, WP_012743536.1, GT2
digestive_system, WP_041254661.1, GH94
digestive_system, WP_012741907.1, GH3
digestive_system, WP_012744254.1, CE1
digestive_system, WP_012742161.1, CE12
digestive_system, WP_012743331.1, GT4
digestive_system, WP_041254197.1, CBM37-CBM37-CBM37-CBM37
digestive_system, WP_012742244.1, GH2
digestive_system, WP_041254147.1, CE4
digestive_system, WP_012743535.1, GT2
digestive_system, WP_012743278.1, GH42
digestive_system, WP_012740959.1, GH18
digestive_system, WP_012741182.1, GH32
digestive_system, WP_012743513.1, GH24-CBM37-CBM37-CBM37
digestive_system, WP_041254252.1, GT2
digestive_system, WP_041253833.1, GH36
digestive_system, WP_012743689.1, GT2
digestive_system, WP_041254224.1, CE9
digestive_system, WP_012743522.1, GT2-GT4
digestive_system, WP_012743420.1, CE4
digestive_system, WP_012741407.1, GH31
digestive_system, WP_041254041.1, CBM50
digestive_system, WP_012741408.1, GH31
digestive_system, WP_022293646.1, CBM48-GH13
digestive_system, WP_012742167.1, GH25
digestive_system, WP_012743719.1, GH13
digestive_system, WP_058118579.1, CE4
digestive_system, WP_033118562.1, SLH-SLH
digestive_system, WP_058117976.1, GT2
digestive_system, WP_058118555.1, CE4
digestive_system, WP_058118532.1, CBM50
digestive_system, WP_058118479.1, GT32
digestive_system, WP_058118315.1, GH3
digestive_system, WP_058118444.1, CBM32-GT39
digestive_system, WP_033118915.1, SLH
digestive_system, WP_058117160.1, GH2
digestive_system, WP_058118486.1, SLH-SLH
digestive_system, WP_058117588.1, SLH-SLH
digestive_system, WP_058118559.1, CE9
digestive_system, WP_052082553.1, GT2
digestive_system, WP_058117208.1, SLH
digestive_system, WP_058118483.1, GT4
digestive_system, WP_033116269.1, CE1
digestive_system, WP_058117164.1, GH3
digestive_system, WP_058118626.1, GH109
digestive_system, WP_058118454.1, SLH-CE1
digestive_system, WP_058117368.1, SLH-SLH-SLH
digestive_system, WP_058117946.1, GT19
digestive_system, WP_033116877.1, GH25
digestive_system, WP_058116956.1, SLH-SLH
digestive_system, WP_033117875.1, GT2
digestive_system, WP_058118482.1, GT2
digestive_system, WP_058117313.1, GT28
digestive_system, WP_058116997.1, SLH-SLH
digestive_system, WP_058118480.1, GT32
digestive_system, WP_058118492.1, SLH-SLH
digestive_system, WP_058117701.1, CBM50
digestive_system, WP_058117619.1, GT84
digestive_system, WP_058118169.1, CE10
digestive_system, WP_058117981.1, GT51
digestive_system, WP_058118284.1, SLH
digestive_system, WP_058118677.1, SLH
digestive_system, WP_058117066.1, SLH-SLH
digestive_system, WP_058118535.1, GH20
digestive_system, WP_058118672.1, SLH-SLH-GH18
digestive_system, WP_058118451.1, CE4
digestive_system, WP_058118609.1, CBM50
digestive_system, WP_058117978.1, GT2
digestive_system, WP_058118065.1, SLH-SLH
digestive_system, WP_058117607.1, CBM50-CBM50-GH18
digestive_system, WP_058117019.1, SLH-SLH-SLH
digestive_system, WP_058118491.1, GT4
digestive_system, WP_058116988.1, CBM50
digestive_system, WP_058117247.1, CBM23-SLH-SLH-SLH
digestive_system, WP_058117214.1, SLH-SLH
digestive_system, WP_058118267.1, AA6
digestive_system, WP_058117218.1, GT26
digestive_system, WP_058118580.1, CE4
digestive_system, WP_058117076.1, SLH-SLH-SLH
digestive_system, WP_058118228.1, SLH-SLH-SLH
digestive_system, WP_033118982.1, GT2
digestive_system, WP_058117330.1, CE4
digestive_system, WP_058117825.1, CBM16
digestive_system, WP_058118162.1, SLH-SLH-SLH
digestive_system, WP_058118481.1, GT2
digestive_system, WP_033118555.1, AA7
digestive_system, WP_058118368.1, SLH-SLH
digestive_system, WP_058117563.1, GH77
digestive_system, WP_033116980.1, GT4
digestive_system, WP_058118469.1, GH4
digestive_system, WP_058118564.1, GH109
digestive_system, WP_058117102.1, GH25-CBM50-CBM50
digestive_system, WP_058118002.1, CBM50-CBM50
digestive_system, WP_058118484.1, GT32
digestive_system, WP_058117516.1, GT2
digestive_system, WP_033116368.1, GT28
digestive_system, WP_058118659.1, GT26
digestive_system, WP_033116982.1, GT2
digestive_system, WP_058118347.1, AA6
digestive_system, WP_058118113.1, SLH-SLH
digestive_system, WP_058118009.1, SLH-SLH
digestive_system, WP_058117990.1, GT4
digestive_system, WP_058117176.1, SLH-SLH
digestive_system, WP_058118534.1, SLH-SLH-SLH
digestive_system, WP_058118281.1, GT2
digestive_system, WP_058117975.1, GT8
digestive_system, WP_058116932.1, SLH-SLH
digestive_system, WP_058118153.1, GH112
digestive_system, WP_058117861.1, SLH
digestive_system, WP_052082697.1, CE3
digestive_system, WP_058118441.1, GT5
digestive_system, WP_058118440.1, GT35
digestive_system, WP_058117862.1, SLH
digestive_system, WP_058117355.1, SLH-SLH-SLH
digestive_system, WP_058117484.1, AA6
digestive_system, WP_058117079.1, CE12
digestive_system, WP_058117182.1, SLH-SLH-SLH
digestive_system, WP_033118648.1, GT2
digestive_system, WP_033118426.1, CE3
digestive_system, WP_058116839.1, CBM34-GH13
digestive_system, WP_058117321.1, SLH-SLH
digestive_system, WP_058118058.1, CBM50
digestive_system, WP_058118340.1, SLH-SLH-SLH
digestive_system, WP_058117979.1, CE10
digestive_system, WP_033118277.1, CE7
digestive_system, WP_058118625.1, CBM40-GH33
digestive_system, WP_058117570.1, AA6
digestive_system, WP_058116830.1, SLH-SLH
digestive_system, WP_033118989.1, AA6
digestive_system, WP_058118612.1, CE3
digestive_system, WP_058118488.1, SLH-SLH
digestive_system, WP_058118366.1, SLH-SLH
digestive_system, WP_003659775.1, GH2
digestive_system, WP_003563708.1, GT2
digestive_system, WP_003563390.1, GH31
digestive_system, WP_003571354.1, CE1
digestive_system, WP_003564075.1, GT4
digestive_system, WP_003563366.1, GH25-CBM50
digestive_system, WP_020967515.1, GT2
digestive_system, WP_003572765.1, GT2
digestive_system, WP_041168800.1, GT2
digestive_system, WP_003659974.1, CE1
digestive_system, WP_003566617.1, GT5
digestive_system, WP_003566352.1, GT2
digestive_system, WP_003658450.1, CE12
digestive_system, WP_003567924.1, PL12
digestive_system, WP_003659922.1, CE10
digestive_system, WP_003566266.1, CBM50
digestive_system, WP_003658673.1, CE10
digestive_system, WP_003571252.1, AA6
digestive_system, WP_003571802.1, GH29
digestive_system, WP_041168797.1, GH23
digestive_system, WP_003567955.1, GT2
digestive_system, WP_003570979.1, GH36
digestive_system, WP_020967491.1, GH25-CBM50
digestive_system, WP_003571589.1, GH38
digestive_system, WP_032796466.1, GT2
digestive_system, WP_003563370.1, AA6
digestive_system, WP_003567886.1, GH1
digestive_system, WP_003563927.1, CE1
digestive_system, WP_020967533.1, GH25-CBM50-CBM50
digestive_system, WP_003563134.1, GH35
digestive_system, WP_003563806.1, GT2
digestive_system, WP_003566341.1, GT2
digestive_system, WP_003566039.1, GH1
digestive_system, WP_003564420.1, GT8
digestive_system, WP_003564135.1, GT4
digestive_system, WP_003567223.1, AA4
digestive_system, WP_003562987.1, GH109
digestive_system, WP_003588323.1, GT4
digestive_system, WP_003566527.1, GT2
digestive_system, WP_013245518.1, GH3
digestive_system, WP_003567890.1, GH125
digestive_system, WP_003565928.1, GT51
digestive_system, WP_003563028.1, GT2
digestive_system, WP_003565860.1, CE1
digestive_system, WP_003566310.1, CE1
digestive_system, WP_003564422.1, GT8
digestive_system, WP_020967510.1, GH25-CBM50-CBM50
digestive_system, WP_003571024.1, GH32
digestive_system, WP_003563808.1, GT83-GT83
digestive_system, WP_003566340.1, GT4
digestive_system, WP_003567936.1, GH88
digestive_system, WP_003565384.1, CE2
digestive_system, WP_003566517.1, GH73
digestive_system, WP_003563332.1, GH32
digestive_system, WP_003659398.1, GH13
digestive_system, WP_003566557.1, GT32
digestive_system, WP_003574448.1, GH109
digestive_system, WP_003658430.1, GH25
digestive_system, WP_003564079.1, GT4
digestive_system, WP_003567967.1, PL8
digestive_system, WP_003588330.1, GT4
digestive_system, WP_003566347.1, GH25
digestive_system, WP_003566826.1, GH29
digestive_system, WP_003567965.1, GH4
digestive_system, WP_003566559.1, GT2
digestive_system, WP_003562741.1, AA7
digestive_system, WP_003563591.1, GH13
digestive_system, WP_003571988.1, CE10
digestive_system, WP_016379636.1, CBM48-GH13
digestive_system, WP_003568198.1, CE1
digestive_system, WP_003567231.1, GH109
digestive_system, WP_003565607.1, GT51
digestive_system, WP_003564934.1, AA6
digestive_system, WP_003563123.1, GH20
digestive_system, WP_003568290.1, GT4
digestive_system, WP_003563395.1, GH13
digestive_system, WP_003571057.1, CE1
